full_name,external_id,topic_key,value,reasoning,source_url_1,source_url_2,source_url_3
Judy Chu,,voting-rights,1,"Voted for H.R. 1 (For the People Act) which includes automatic voter registration, same-day registration, expansion of early voting and mail-in voting,  and prohibits voter roll purges.  Cosponsored the John R. Lewis Voting Rights Advancement Act (H.R. 14 in 119th Congress).  Stated H.R. 1 would 'ensure that every eligible American has the chance for their voice to be heard.'",https://chu.house.gov/media-center/press-releases/rep-chu-statement-passage-hr-1,https://chu.house.gov/issues/civil-and-voting-rights,
Judy Chu,,deportation,2,"Introduced the Southeast Asian Deportation Relief Act (2023, 2026)  to halt deportations of refugees and create pathways for those already deported to return.  Introduced the POWER Act protecting immigrant workers from deportation threats.  Supports the U.S. Citizenship Act creating a path to citizenship for 11 million undocumented immigrants  but does not advocate stopping all deportations entirely.",https://chu.house.gov/media-center/press-releases/reps-chu-jayapal-lofgren-pressley-introduce-southeast-asian-deportation,https://chu.house.gov/issues/immigration,https://chu.house.gov/media-center/press-releases/rep-chu-joins-house-democrats-introduce-us-citizenship-act-respond-gops
Judy Chu,,social-security,1,"Cosponsored both the Social Security Fairness Act  (signed into law Jan 2025, repealing WEP/GPO)  and the Social Security Expansion Act, which would expand benefits by $2,400/year and extend solvency through the century by removing the income cap so 'millionaires and billionaires pay their fair share.'  Opposes any cuts or privatization.",https://chu.house.gov/issues/seniors,https://chu.house.gov/media-center/press-releases/rep-chu-votes-against-default-america-act,
Judy Chu,,ai-regulation,4,"Cosponsored the AI Civil Rights Act (reintroduced Dec 2025) which imposes strict guardrails on AI, requires algorithms to be tested before and after deployment, mandates transparency, and prevents biased/discriminatory AI decisions.  Also drafting legislation mandating transparency in how Medicare Advantage plans use AI.  Her approach favors close government monitoring and enforced standards.",https://jayapal.house.gov/2025/12/02/jayapal-markey-clarke-lee-reintroduce-ai-civil-rights-act-to-eliminate-ai-discrimination-and-enact-guardrails-on-use-of-algorithms-in-decisions-impacting-peoples-rights-civil-li/,,
Judy Chu,,climate-change,2,"Declares 'I am committed to taking aggressive action to halt and reverse the effects of climate change.'  Supports ending reliance on fossil fuels, co-introduced the Polluters Pay Climate Fund Act,  cosponsored carbon pricing legislation,  voted for the Inflation Reduction Act's climate investments. Member of the Congressional Sustainable Energy and Environment Coalition supporting 'measures to phase out fossil fuels.'", https://chu.house.gov/issues/energy,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-nadler-chu-introduce-legislation-to-make-polluters-pay-for-fueling-climate-change,
Judy Chu,,civil-rights,2,"Strongly supports strengthening civil rights enforcement and addressing systemic discrimination. Chaired the Congressional Asian Pacific American Caucus,  led DEI efforts with Fortune 100 companies, cosponsored the Equality Act  and the John Lewis Voting Rights Act, supported hate crime legislation, and participated in the 'Stop the Blame' campaign against anti-Asian rhetoric.",https://chu.house.gov/issues/civil-and-voting-rights,https://chu.house.gov/media-center/press-releases/rep-chu-votes-pass-equality-act,
Judy Chu,,housing,2,"Secured $4 million for affordable housing units in Claremont  and $17.9 million total in community project funding for her district. Voted for Build Back Better which invested in construction of over 1 million affordable homes and improved the Low-Income Housing Tax Credit.  Introduced the Mortgage Relief for Disaster Survivors Act (H.R. 2928) in 2025.", https://chu.house.gov/issues/housing,https://chu.house.gov/media-center/press-releases/rep-chu-statement-passage-build-back-better-act,
Judy Chu,,campaign-finance,2,"Voted for H.R. 1 (For the People Act) which includes requiring disclosure of large donors, creating a system for matching individual campaign contributions, and strengthening oversight of elections.  Introduced the End Tax Breaks for Dark Money Act (2024) to close loopholes allowing wealthy donors to funnel tax-free money to political dark money groups.", https://chu.house.gov/media-center/press-releases/rep-chu-statement-passage-hr-1,https://chu.house.gov/media-center/press-releases/rep-chu-sen-whitehouse-introduce-legislation-ending-billionaires-tax,
Judy Chu,,immigration,2,"Supports comprehensive immigration reform with a path to citizenship for 11 million undocumented immigrants. Introduced the Reuniting Families Act to reduce family visa backlogs,  sponsored SEADRA protecting Southeast Asian refugees,  cosponsored the American Dream and Promise Act (H.R. 1589, 2025) for Dreamers. Opposes the Trump Muslim ban through her NO BAN Act.", https://chu.house.gov/issues/immigration,https://chu.house.gov/media-center/press-releases/rep-chu-joins-house-democrats-introduce-us-citizenship-act-respond-gops,https://chu.house.gov/media-center/press-releases/reps-chu-jayapal-lofgren-pressley-introduce-southeast-asian-deportation
Judy Chu,,misinformation,2,"Cosponsored the Stop Anti-Abortion Disinformation Act to crack down on crisis pregnancy centers spreading disinformation.  Cosponsored the AI Civil Rights Act requiring algorithmic transparency and testing.  Voted for H.R. 1 (For the People Act) which includes transparency requirements for political advertising.",https://chu.house.gov/issues/womens-rights,https://chu.house.gov/media-center/press-releases/rep-chu-statement-passage-hr-1,
Judy Chu,,redistricting,1,"Voted for H.R. 1 (For the People Act) which would 'eliminate gerrymandering'  by requiring independent redistricting commissions for congressional districts. Explicitly cited this provision as key to restoring 'fair representation in our government.' California already uses an independent citizen redistricting commission which she supports.",https://chu.house.gov/media-center/press-releases/rep-chu-statement-passage-hr-1,https://chu.house.gov/issues/civil-and-voting-rights,
Karen Bass,,healthcare,1,"Original cosponsor of the Medicare for All Act in both the 116th Congress (H.R. 1384, 2019) and 117th Congress (H.R. 1976, 2021). Co-introduced the Health Care Emergency Guarantee Act with Bernie Sanders in 2020 to have Medicare pay all medical expenses for uninsured Americans.  Her congressional website states healthcare should be 'a right, not a privilege.'", https://www.congress.gov/bill/116th-congress/house-bill/1384/cosponsors,https://www.congress.gov/bill/117th-congress/house-bill/1976/cosponsors,
Karen Bass,,abortion,1,"Earned a 100% rating from both NARAL Pro-Choice America and Planned Parenthood Action Fund  every year during her congressional tenure.  Voted for the Women's Health Protection Act and the Ensuring Women's Right to Reproductive Freedom Act in 2022. Voted against every abortion restriction bill including the No Taxpayer Funding for Abortion Act and the Born-Alive Abortion Survivors Protection Act.", https://reproductivefreedomforall.org/news/naral-pro-choice-california-endorses-karen-bass/,https://ontheissues.org/ca/Karen_Bass_Abortion.htm,
Karen Bass,,tariffs,2,"As LA mayor in 2025, convened Port of LA roundtables criticizing Trump tariffs' 'unpredictability' and economic disruption, noting LA's port handles the most cargo in the Western Hemisphere.  In Congress, sponsored the Strengthening the AfCFTA Act of 2022 promoting African continental free trade.  Generally supports trade engagement and opposed protectionist tariff policies.",https://mynewsla.com/government/2025/06/04/mayor-karen-bass-says-port-of-la-open-for-business/,https://www.congress.gov/member/karen-bass/B001270,
Karen Bass,,taxes,1,"Voted against the 2017 GOP Tax Cuts and Jobs Act, calling it 'massive tax breaks to major corporations and the wealthiest Americans.'  Rated only 14% by the National Taxpayers Union (indicating support for higher taxes).  As mayor, supported Measure A, a sales tax increase to fund homelessness services.  Consistently supports taxing the wealthy and corporations.", https://justfacts.votesmart.org/candidate/political-courage-test/28963/karen-bass,,
Karen Bass,,same-sex-marriage,1,"Voted for the Respect for Marriage Act (H.R. 8404) in 2022 to codify marriage equality federally, stating 'all Americans have had the right to marry the person whom they love.'  Voted for the Equality Act in 2019. Named 2018 LA Stonewall Democratic Club Public Official of the Year.  Co-sponsored the LGBTQ+ Museum Act.",https://bass.house.gov/media-center/press-releases/bass-votes-codify-supreme-court-marriage-equality-decision,,
Karen Bass,,religious-freedom,2,"Voted for the Equality Act (2019, 2021), which bans LGBTQ discrimination with tight restrictions on religious liberty exemptions. Also voted for the Respect for Marriage Act, which included some religious liberty protections for nonprofits. Her record shows she protects religious freedom but does not allow it to override anti-discrimination protections.",https://ontheissues.org/CA/Karen_Bass_Civil_Rights.htm,,
Karen Bass,,trans-athletes,1,"Cosponsored the Transgender Bill of Rights resolution (H.Res. 1209, 2022) calling for federal protection of transgender rights.  Voted for the Equality Act which bans discrimination based on gender identity in education including school sports under Title IX. Visited The TransLatin@ Coalition offices as mayor  and recognized Transgender Day of Remembrance in Congress.", https://bass.house.gov/media-center/press-releases/rep-bass-lgbtq-caucus-mark-transgender-day-remembrance,,
Karen Bass,,ukraine-support,2,"Voted for the $40 billion Additional Ukraine Supplemental Appropriations Act (H.R. 7691, 2022) and the Continuing Appropriations and Ukraine Supplemental Appropriations Act. Cosponsored the Countering Malign Russian Activities Globally Act (H.R. 9374, 2022).  Consistently supported Ukraine military and humanitarian aid at levels proposed by the Biden administration.",https://www.congress.gov/bill/117th-congress/house-bill/7691,https://www.congress.gov/member/karen-bass/B001270,
Karen Bass,,medicare,1,"Original cosponsor of the Medicare for All Act in both 2019 (H.R. 1384) and 2021 (H.R. 1976), which would establish a national single-payer health insurance program. Voted over 50 times against Republican attempts to repeal or undermine the ACA.  Co-introduced the Health Care Emergency Guarantee Act with Sanders to have Medicare cover all uninsured Americans during COVID.", https://www.congress.gov/bill/116th-congress/house-bill/1384/cosponsors,https://www.congress.gov/bill/117th-congress/house-bill/1976/cosponsors,
Karen Bass,,fossil-fuels,2,"As LA mayor, pursuing 100% clean energy by 2035,  announced full coal divestment in December 2025,  and created a climate cabinet.  In Congress, co-sponsored H.Con.Res.119 calling for a climate recovery plan to 'phase out fossil fuel emissions.' The League of Conservation Voters gave her consistently high scores. Her approach is a rapid but not immediate phase-out.",https://www.ladwpnews.com/coal-free-l-a-mayor-bass-announces-full-divestment-from-coal-in-city-power-supply-accelerating-transition-to-100-clean-energy/,https://mayor.lacity.gov/news/delivering-results-2024-bass-highlights-unprecedented-green-year-la,
Karen Bass,,voting-rights,1,"Voted for H.R. 1 (For the People Act, 2019 and 2021), which mandates automatic voter registration, same-day registration, expanded mail-in and early voting, and independent redistricting commissions.  Also voted for H.R. 5746 (Freedom to Vote: John R. Lewis Act). These bills represent the most expansive voting rights proposals in recent legislative history.",https://ballotpedia.org/Karen_Bass,,
Karen Bass,,deportation,2,"As mayor, signed multiple executive directives (ED 12 in July 2025,  ED 17 in August 2025) reinforcing LA's sanctuary city status, banning city cooperation with ICE, and proposing cash aid to families affected by immigration raids.  Sued the Trump administration over 'unconstitutional, reckless raids.'  In Congress, voted against deportation enforcement bills and supported DACA protections.", https://mayor.lacity.gov/news/mayor-bass-issues-executive-directive-support-immigrant-communities,https://www.cbsnews.com/losangeles/news/mayor-karen-bass-signs-executive-directive-support-immigrant-communities/,https://www.nbclosangeles.com/news/local/karen-bass-executive-directive-immigration-raids-los-angeles/3743124/
Karen Bass,,social-security,2,"Stated 'Social Security and Medicare are promises that the federal government needs to keep' and has 'unequivocally opposed any attempt to slash funding.' Earned a 100% rating from the Alliance for Retired Americans.  Her record centers on protecting and strengthening existing benefits and opposing cuts rather than the most expansive expansion proposals like removing the income cap.",https://justfacts.votesmart.org/candidate/political-courage-test/28963/karen-bass,https://ballotpedia.org/Karen_Bass,
Karen Bass,,climate-change,2,"As mayor, pursuing 100% clean energy for LA by 2035,  divested from coal in 2025,  created a climate cabinet, and signed international climate cooperation agreements.  In Congress, cosponsored the Climate Action Now Act (H.R. 9, 2019). Called climate change 'an urgent crisis' and said 'Los Angeles needs to be the tip of the spear.'", https://mayor.lacity.gov/news/delivering-results-2024-bass-highlights-unprecedented-green-year-la,https://mayor.lacity.gov/news/coal-free-la-mayor-bass-announces-full-divestment-coal-city-power-supply-accelerating,
Karen Bass,,civil-rights,2,"Authored the George Floyd Justice in Policing Act (lead House sponsor in 2020 and 2021), the most comprehensive police reform bill ever passed by the House,  banning chokeholds and restricting qualified immunity.  Chaired the Congressional Black Caucus  (2019-2021).  As mayor, created the Office of Community Safety.  Voteview ranks her more liberal than 97% of the House.", https://bass.house.gov/media-center/press-releases/bass-nadler-reintroduce-george-floyd-justice-policing-act-bold,https://en.wikipedia.org/wiki/George_Floyd_Justice_in_Policing_Act,
Karen Bass,,housing,2,"As her first act as mayor, declared a state of emergency on homelessness  and committed $1.3 billion—a record city investment. Launched Inside Safe to move people from encampments into housing, signed Executive Directive 1 to fast-track affordable housing  (18,000+ units proposed), and backed Measure A (sales tax increase for homelessness).", https://mayor.lacity.gov/news/delivering-results-2024-comprehensive-homelessness-strategy-nearly-doubles-permanent-housing,https://mayor.lacity.gov/SOTC2023,https://mayor.lacity.gov/news/mayor-bass-acts-make-housing-more-affordable-and-available-all
Karen Bass,,campaign-finance,2,"Voted for H.R. 1 (For the People Act), which includes the DISCLOSE Act to trace dark money donations,  small-dollar donation matching, and comprehensive campaign finance reform. Signed a letter advocating for 'comprehensive legislation to create a more accountable and transparent campaign finance system.'", https://justfacts.votesmart.org/candidate/political-courage-test/28963/karen-bass,https://ballotpedia.org/Karen_Bass,
Karen Bass,,immigration,2,"Voted for the American Dream and Promise Act (H.R. 6) providing a path to citizenship for Dreamers and TPS holders.  Co-sponsored comprehensive immigration reform with a path to citizenship for 11 million undocumented immigrants. As mayor, signed executive directives reinforcing sanctuary city policies  and sued the Trump administration over ICE raids.  Rated 0% by FAIR.", https://bass.house.gov/media-center/press-releases/rep-bass-votes-pass-two-historic-immigration-bills,https://mayor.lacity.gov/news/mayor-bass-issues-executive-directive-support-immigrant-communities,
Karen Bass,,misinformation,2,"Voted for H.R. 1 (For the People Act) which includes the DISCLOSE Act and transparency provisions for digital political advertising. Supported requiring disclosure of who is spending money on political ads online. Her general alignment supports mandating transparency and fact-checking rather than banning government involvement.",https://ballotpedia.org/Karen_Bass,,
Karen Bass,,redistricting,1,"Voted for H.R. 1 (For the People Act) in both the 116th and 117th Congresses, which mandates independent citizen redistricting commissions in every state for congressional maps. Notably, as California Assembly Speaker (2008-2010)  she opposed the California Citizens Redistricting Commission,  but her subsequent congressional votes for H.R. 1 (2019, 2021) represent an evolution to supporting independent commissions.",https://ballotpedia.org/Karen_Bass,https://www.congress.gov/bill/116th-congress/house-bill/1/text,
Nanette Diaz Baragán,,healthcare,1,"Member of the Medicare for All Caucus and original cosponsor of the Medicare for All Act in every Congress since entering office—H.R. 676 (2017), H.R. 1976 (2021), and H.R. 3421 (2023).  In 2026, held a Day of Action roundtable opposing Medicaid cuts,  stating 'Americans pay too much and receive too little.'", https://www.congress.gov/bill/118th-congress/house-bill/3421/cosponsors,https://barragan.house.gov/2026/02/18/rep-barragan-holds-day-of-action-on-the-state-of-health-care-roundtable-with-community-health-center-leadership-and-physicians-to-discuss-high-cost-of-health-care/,
Nanette Diaz Baragán,,abortion,1,"Holds a 100% score from Reproductive Freedom for All (2024)  and an F from SBA Pro-Life America. Voted for the Women's Health Protection Act (2021, 2022) which would create unlimited federal abortion rights,  voted against the Born-Alive Survivors Protection Act (Jan 2023),  and called abortion 'a fundamental right.'", https://reproductivefreedomforall.org/lawmaker/nanette-diaz-barragan/,https://barragan.house.gov/2022/07/15/rep-barragan-votes-to-protect-womens-access-to-abortion-protections-for-reproductive-health-freedom/,https://barragan.house.gov/2022/06/24/congresswoman-barragan-reacts-to-supreme-court-decision-to-overturn-roe-v-wade-2/
Nanette Diaz Baragán,,tariffs,2,"Cosponsored H.R. 7615 (119th Congress, Feb 2026) to require refund of tariffs collected under IEEPA.  Introduced the 'Stop the Trump Electricity Price Hikes Act' (H.R. 5673, 2025) opposing tariff-driven energy cost increases.  Her district includes the Port of Los Angeles  and she has consistently opposed Trump's broad tariff policies.",https://www.congress.gov/member/nanette-barragan/B001300,https://barragan.house.gov/2024/04/19/in-the-spotlight-nanette-barragan/,
Nanette Diaz Baragán,,taxes,1,"Advocates for closing tax loopholes for fossil fuel companies and ensuring the wealthy 'pay their fair share.' Co-introduced the End Polluter Welfare Act (2020) to eliminate $15 billion in fossil fuel subsidies.  Cosponsored the Social Security 2100 Act which raises the payroll tax income cap.  As a Congressional Progressive Caucus member, consistently supports significantly raising taxes on wealthy individuals and corporations.",https://barragan.house.gov/2020/07/24/omar-sanders-merkley-markey-barragan-introduce-bill-to-end-corporate-handouts-to-the-fossil-fuel-industry/,https://barragan.house.gov/2017/04/05/barragan-larson-introduce-social-security-proposal-to-cut-taxes-for-seniors-increase-benefits-and-strengthen-program/,
Nanette Diaz Baragán,,same-sex-marriage,1,"Voted YES on the Respect for Marriage Act both in July 2022 and again in December 2022,  stating 'Everyone deserves the right to live freely, love who they love, and marry the person they want to marry.'  Endorsed by Equality California and Stonewall Democratic Club, and called for full federal protections.",https://barragan.house.gov/2022/12/08/rep-barragan-votes-to-pass-respect-for-marriage-act-sending-the-bill-to-president-biden/,https://barragan.house.gov/2022/07/19/rep-barragan-votes-to-protect-marriage-equality/,
Nanette Diaz Baragán,,religious-freedom,2,"Cosponsored the Do No Harm Act in both the 115th Congress (H.R. 3222, 2017) and 117th Congress (H.R. 1378, 2021),  which limits religious exemptions under RFRA when they would harm third parties, override anti-discrimination laws, or deny benefits and services. This positions her as protecting religious freedom while preventing it from overriding civil rights protections.",https://www.congress.gov/member/nanette-barragan/B001300,,
Nanette Diaz Baragán,,trans-athletes,1,"Named a 'Trans Equality Champion' by Advocates for Trans Equality for the 118th Congress. Opposed H.R. 734 (Protection of Women and Girls in Sports Act) which banned transgender girls from school sports.  Cosponsored the Equality Act (H.R. 5) and H.Res. 1058 (Transgender Bill of Rights, Feb 2026).  Member of the Congressional Equality Caucus.",https://transequality.org/news/advocates-trans-equality-unveils-118th-congressional-champions-list,https://ballotpedia.org/Nanette_Barrag%C3%A1n,
Nanette Diaz Baragán,,ukraine-support,2,"Voted for H.R. 6833, the Continuing Appropriations and Ukraine Supplemental Appropriations Act (2022), providing Ukraine aid.  Supported the $95.3 billion security supplemental in 2024 but objected to tying Ukraine aid to restrictive border provisions.  Did not push for dramatically increased aid beyond what was proposed.",https://ballotpedia.org/Nanette_Barrag%C3%A1n,https://barragan.house.gov/2024/04/19/in-the-spotlight-nanette-barragan/,
Nanette Diaz Baragán,,medicare,1,"Member of the Medicare for All Caucus and cosponsor of the Medicare for All Act in the 115th, 117th, and 118th Congresses (most recently H.R. 3421 in May 2023).  Fought against proposed Medicaid cuts, stating 'Medicaid is a lifeline for more than 10.4 million Californians' in a Feb 2026 press conference.",https://www.congress.gov/bill/118th-congress/house-bill/3421/cosponsors,https://www.lacare.org/news/news-releases/congresswoman-nanette-barragan-stands-la-care-and-local-leaders-defend-medicaid,
Nanette Diaz Baragán,,fossil-fuels,1,"Co-authored the Future Generations Protection Act (introduced 2020, 2021, 2023, and 2025) which would ban greenhouse gas emissions from all new power plants, stop hydraulic fracking, and ban crude oil and natural gas exports. Co-introduced the End Polluter Welfare Act to eliminate $15 billion in fossil fuel subsidies. Stated 'increasing our dependence on fossil fuels is incompatible with a habitable planet.'",https://schakowsky.house.gov/media/press-releases/schakowsky-barragan-reintroduce-legislation-end-fossil-fuel-expansion-and,https://barragan.house.gov/2020/09/17/schakowsky-barragan-introduce-legislation-to-end-fossil-fuel-expansion-and-protect-our-communities/,https://barragan.house.gov/2020/07/24/omar-sanders-merkley-markey-barragan-introduce-bill-to-end-corporate-handouts-to-the-fossil-fuel-industry/
Nanette Diaz Baragán,,voting-rights,1,"Voted for H.R. 1 (For the People Act, 2019 and 2021) which includes automatic voter registration, same-day registration, online voter registration, expanded early/mail-in voting, and restoring voting rights for felons. Also voted for H.R. 5746 (Freedom to Vote: John R. Lewis Act). Worked on Obama's 2012 voter protection team in Florida.",https://www.congress.gov/bill/117th-congress/house-bill/1,https://ballotpedia.org/Nanette_Barrag%C3%A1n,
Nanette Diaz Baragán,,deportation,2,"As Chair of the Congressional Hispanic Caucus (2023-2024), strongly defended DACA and fought against mass deportations, stating 'seeing the deportation of hard-working and peaceful families hits home for me.' Cosponsored the American Dream and Promise Act providing pathway to citizenship for Dreamers. Her supported legislation still includes criminal background scrutiny for immigration applications.",https://chc.house.gov/media-center/press-releases/chc-chair-nanette-barragan-daca-anniversary,https://barragan.house.gov/immigration/,
Nanette Diaz Baragán,,social-security,1,"Co-introduced the Social Security 2100 Act (H.R. 1902, 2017) which would expand benefits, provide a benefit bump for current and future beneficiaries, raise the threshold on taxation of benefits, adopt the CPI-E formula for COLA adjustments, and raise the income cap. Stated Social Security programs should be 'strengthened and expanded.'",https://barragan.house.gov/2017/04/05/barragan-larson-introduce-social-security-proposal-to-cut-taxes-for-seniors-increase-benefits-and-strengthen-program/,https://barraganforcongress.com/issues/,
Nanette Diaz Baragán,,ai-regulation,3,"Introduced the bipartisan AI Public Awareness and Education Campaign Act (H.R. 7151, Jan 2026) and the HEAL AI Act (Nov 2025) for medical AI literacy. Cosponsored the Algorithmic Accountability Act of 2023 requiring accountability assessments for AI systems and the Securing Elections from AI Deception Act. Her approach focuses on transparency and basic safety testing rather than heavy-handed bans.",https://barragan.house.gov/2026/01/07/reps-barragan-obernolte-introduce-bipartisan-legislation-to-improve-public-understanding-and-trust-in-artificial-intelligence/,https://barragan.house.gov/2025/11/18/press-release-rep-barragan-introduces-the-heal-a-i-act-to-encourage-further-development-of-a-i-literacy-for-medical-students/,https://www.booker.senate.gov/news/press/booker-wyden-clarke-introduce-bicameral-bill-to-regulate-use-of-artificial-intelligence-to-make-critical-decisions-like-housing-employment-and-education
Nanette Diaz Baragán,,climate-change,2,"Co-authored the Future Generations Protection Act calling for a 'rapid shift away from fossil fuels to clean renewable energy,' banning fracking and new fossil fuel infrastructure. Supported the CLEAN Future Act's target of 100% clean electricity by 2035 with an 80% mid-range target by 2030. Introduced climate justice grants legislation ($1B/year) and the Climate Smart Ports Act.",https://schakowsky.house.gov/media/press-releases/schakowsky-barragan-reintroduce-legislation-end-fossil-fuel-expansion-and,https://barragan.house.gov/barragan-priorities-included-in-clean-future-act-comprehensive-legislation-to-combat-the-climate-crisis/,https://barragan.house.gov/2021/04/12/barragan-introduces-climate-justice-grants-act/
Nanette Diaz Baragán,,civil-rights,2,"Cosponsored the Equity and Inclusion Enforcement Act and the Equality Act (H.R. 5). As CHC Chair, led the Tri-Caucus effort to restore the House Office of Diversity and Inclusion after Republicans defunded it. Has championed addressing the 'school-to-prison pipeline' as a civil rights issue and worked with the NAACP on health disparities.",https://www.congress.gov/member/nanette-barragan/B001300,https://barragan.house.gov/2024/04/19/in-the-spotlight-nanette-barragan/,
Nanette Diaz Baragán,,housing,2,"Co-chairs the Caucus on Homelessness. Introduced the Yes in God's Backyard Act (H.R. 7152, Jan 2026) to empower faith-based institutions to build affordable housing. Reintroduced the Returning Home Act (H.R. 7057, Jan 2026) for housing formerly incarcerated people. Secured millions in federal affordable housing funding and stated she is 'dedicated to ensuring that everyone in my district has access to affordable housing.'",https://barragan.house.gov/2026/01/20/reps-barragan-and-brown-introduce-bill-to-open-door-for-faith-based-organizations-and-institutions-of-higher-education-to-build-affordable-housing/,https://barragan.house.gov/housing-homeless/,https://www.sgvtribune.com/2025/03/28/congress-reestablished-its-caucus-to-address-homelessness-rep-nanette-barragan-its-co-chair-outlines-the-goals/
Nanette Diaz Baragán,,campaign-finance,2,"Voted for H.R. 1 (For the People Act, 2019 and 2021) which includes public financing of congressional campaigns through small-dollar donation matching (6:1 match), requires additional disclosure of campaign donors, mandates disclaimers on political advertising, and expands prohibitions on campaign spending by foreign nationals.",https://www.congress.gov/bill/117th-congress/house-bill/1,https://ballotpedia.org/Nanette_Barrag%C3%A1n,
